col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,col96,col97,col98,col99,col100,col101,col102,col103,col104,col105,col106,col107,col108
118289232,"English Hausa Fulani Sign language","09/01/1995","WhatsApp, Telegram and Facebook","Hausa/Fulani","Islam","Male","No","Single",,"Unemployed","Not yet employed",0,0,0,"University (Bachelor degree)",100000,"No","Always","Always","Sometimes","Fair","Sometimes","Yes",,,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Sometimes","Sometimes","Good","Very satisfied","Very satisfied","Completely","Satisfied","A great deal","A moderate amount","Sometimes","A great deal","To a great extent","Satisfied","Satisfied","To a great extent","Moderately","Slightly","Moderately","Satisfied","Fairly dissatisfied","Fairly dissatisfied","Fairly dissatisfied","Fairly dissatisfied","I communicate to the police and other security personnel","Yes","No","No","No","Many times","A few times","Never",8,"Hearing Aid but it is not working on me unless iam tested for the ability to hear first.",20,"I already know sign language","Good","In my State at Special School Gombe, Nigeria","Hearing Aids",,,,,,,,"Somewhat","Supermarket, School, Hospital","1. Lack of Access to Equal Employment with other normal people 2. Lack of Access to sign language interpreting services in school, hospital etc 3. Lack of access to qualify Education","No","Yes","Sometimes iam the one that pay interpreters and sometimes the organizers usually pay as well","Satisfied","Frequently","Frequently","Sometimes","To a great extent","No",,"Malaria",,,,,,,"[Other] Fever, hard of breathing","I usually consult the doctor and get prescribed drugs","Satisfied","Frequently","No","Somewhat","Somewhat","Yes","To a great extent","Through newspapers and other social medias","A fair amount of the time","Through sign language and orally speaking"
118288599,"English","02/05/1988","WhatsApp","Igbo","Christianity","Female","No","Married",,"Government employee","Sportswoman",50000,1,5,"University (Bachelor degree)",500000,"No","Infrequently","Sometimes","Sometimes","Fair","Infrequently","Yes","I don't have the transportation to go shopping for healthy food",,,,,,,"Sometimes","Infrequently","Neither poor nor good","Neither satisfied nor dissatisfied","Satisfied","Somewhat","Neither satisfied nor dissatisfied","A moderate amount","A moderate amount","Frequently","A moderate amount","To a great extent","Neither satisfied nor dissatisfied","Fairly dissatisfied","Slightly","Slightly","Slightly","Slightly","Satisfied","Fairly dissatisfied","Neither satisfied nor dissatisfied","Fairly dissatisfied","Fairly dissatisfied","My family","Yes","No","No","Yes","A few times","Once","Never",6,"Provide accessible to a good quality life",7,"I already know sign language","Very good","At Deaf school",,,"[Other] Nil",,,,,,"Not at all","Abuja","Lack of job opportunities Lack of information No access to education","No","Yes","The organization","Unsatisfied","Sometimes","Never","Never","Not at all","No",,,,,,"High Blood Pressure",,,,"Through drugs","Fairly dissatisfied","Frequently","No","Somewhat","Somewhat","Yes","To a great extent","Through a friend","A fair amount of the time","Through sign language because they know basic"
118286425,"English","11/05/1981","Sing language","Yoruba","Christianity","Male","No","Married",,"Self-employed","Civil Engineer and Consultant",100000,5,5,"University (Master degree)",0,"Yes","Always","Always","Sometimes","Very Good","Sometimes","Yes",,,,,,,"[Other] At times when no funds","Frequently","Frequently","Good","Satisfied","Satisfied","To a great extent","Satisfied","A moderate amount","A moderate amount","Sometimes","A moderate amount","To a great extent","Satisfied","Fairly dissatisfied","Slightly","Moderately","Slightly","Very","Satisfied","Neither satisfied nor dissatisfied","Very satisfied","Very satisfied","Neither satisfied nor dissatisfied","None","No","No","No","No","Never","A few times","Never",12,"Interpreting and captioning",21,"I already know sign language","Good","University",,,"[Other] Nil",,,,,,"Not at all","None","Lack of good education, Communication difficulty Unemployment","No","No","Self","Neutral","Infrequently","Infrequently","Never","Somewhat","No","Typhoid","Malaria",,,,,,,,"Doctor prescriptions","Satisfied","Always","No","Slightly","Slightly","Yes","Not at all","None. Only if I have pre knowledge of what happened","All of the time","Lip reading, writing and sign language interpreter"
118285200,"Sign language","01/20/1981","Through sign language","Yoruba","Christianity","Female","No","Married",,"Government employee","Teacher",1940000,1,5,"University (Bachelor degree)",350000,"Yes","Always","Always","Always","Good","Frequently","Yes",,,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Always","Sometimes","Good","Satisfied","Satisfied","Completely","Very satisfied","A moderate amount","A great deal","Sometimes","A great deal","To a great extent","Very satisfied","Satisfied","To a great extent","Very","Completely","Very","Satisfied","Satisfied","Very satisfied","Satisfied","Satisfied","Police","No","No","No","No","Never","Never","Never",5,"Hearing aid",4,"Yes","Very good","Through primary school","Hearing Aids",,,,,,,,"To a great extent","Abuja school for the Deaf,kuje Church Hospital","Lack of access information No empowerment for the deaf","Yes","Yes","Personal","Satisfied","Always","Sometimes","Sometimes","Not at all","Yes",,,,,,,,,"[Other] Kidney","Take drug","Fairly dissatisfied","Infrequently","No","Slightly","Somewhat","Yes","Slightly","Thru sign language","A little of the time","Sign language"
118284739,"Nigeria language","03/24/1982","Sms","Igbo","Christianity","Male","No","Single",,"Self-employed","Fashion designer",,,,"University (Bachelor degree)",,"No","Always","Always","Always","Very Good","Infrequently","Yes",,,,,,,"Other","Never","Frequently","Good","Neither satisfied nor dissatisfied","Satisfied","Not at all","Very dissatisfied","A small amount","Not at all","Always","An extreme amount","Completely","Satisfied","Very satisfied","Somewhat","Moderately","Somewhat","Slightly","Fairly dissatisfied","Neither satisfied nor dissatisfied","Satisfied","Satisfied","Satisfied","No","Yes","No","No","No","Once","A few times","Never",2,"Hearing aid",5,"I already know sign language","Good","School","Hearing Aids",,,,,,,,"Somewhat","Deaf church in lagos","Interpreter","No","Yes","Ngo","Neutral","Frequently","Frequently","Sometimes","Slightly","Yes",,"Malaria",,,,,,,,"Yes","Satisfied","Frequently","No","Somewhat","Not at all","No","Somewhat","Doctor","A little of the time","Yes"
118284428,"English","03/15/1979","Sign language","Yoruba","Christianity","Male","No","Married",,"Government employee","Teaching professoin",107000,1,4,"University (Bachelor degree)",72000,"No","Sometimes","Frequently","Sometimes","Fair","Always","Yes",,,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Infrequently","Frequently","Very Good","Satisfied","Satisfied","To a great extent","Satisfied","An extreme amount","A great deal","Infrequently","A great deal","To a great extent","Satisfied","Satisfied","Completely","Extremely","To a great extent","Extremely","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Law enforcement","No","No","No","No","A few times","Never","Never",7,"Hearing aids",11,"Yes","Good","School","Hearing Aids",,,,,,,,"To a great extent","School, church, gathering","Funds, standard of life and negative attitude towards the hearing impairment from hearing people","No","Yes","Ourselves and government","Neutral","Sometimes","Sometimes","Sometimes","Somewhat","No",,,,,,,,"Ulcers",,"Keep the house in order","Neither satisfied nor dissatisfied","Sometimes","No","Somewhat","Somewhat","Yes","Somewhat","Google search and hospital",,"Communicate through spoke and sign language"
118267061,"English and Yoruba","01/26/1977","Sign language","Yoruba","Christianity","Male","No","Married","No","Government employee","Business and Admin",150000,3,5,"University (Bachelor degree)",8000000,"Yes","Always","Always","Frequently","Very Good","Infrequently","Yes",,,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Always","Sometimes","Good","Satisfied","Satisfied","To a great extent","Satisfied","A small amount","A great deal","Infrequently","A great deal","Completely","Very satisfied","Satisfied","To a great extent","Very","To a great extent","Very","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","My wife","Yes","No","No","No","Never","Never","Never",16,"Interpreter",14,"I already know sign language","Good","Owo Ondo state",,,"[Other] None",,,,,,"Not at all","Church","Communication, transport and la k of information","No","No","Myself","Very Unsatisfied","Never","Frequently","Frequently","Slightly","Yes",,,,,,,,,"[Other] Cold","Yes","Satisfied","Always","No","To a great extent","Completely","No","To a great extent","Phone","A little of the time","Speaking"
118263719,"Hausa","01/12/1982","WhatsApp","Hausa","Christianity","Female","No","Married","No","Self-employed","Unisex",50000,2,5,"Polytechnic",75000,"No","Frequently","Infrequently","Sometimes","Good","Sometimes","Yes",,,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Never","Frequently","Neither poor nor good","Neither satisfied nor dissatisfied","Satisfied","To a great extent","Very dissatisfied","A moderate amount","A moderate amount","Sometimes","A moderate amount","To a great extent","Satisfied","Neither satisfied nor dissatisfied","Somewhat","Very","Slightly","Very","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Fairly dissatisfied","Very dissatisfied","Neither satisfied nor dissatisfied","Security men","Yes","Yes","No","Yes","A few times","Never","Never",17,"Hearing aids",28,"I already know sign language","Neither poor nor good","Special institution",,,"[Other] Nothing",,,,,,"Not at all","Special education school Ogoja Goodshepherd center for special education","Education Empowerment Housing",,"No","My association","Neutral","Sometimes",,,,,,,,,,,,,,,,,,,,,,,,
118263541,"Nsl","04/07/1995","messenger/ my email","Nupe",,"Female","No","Married","Yes","Self-employed","Provisions business",0,1,7,"College of Education",250000,"No","Always","Always","Always","Excellent","Frequently","Yes","I don't have the transportation to go shopping for healthy food",,,,,,,"Never","Sometimes","Good","Satisfied","Satisfied","Completely","Very satisfied","A great deal","An extreme amount","Infrequently","An extreme amount","Completely","Very satisfied","Very satisfied","Completely","Extremely","Somewhat","Very","Very satisfied","Satisfied","Very satisfied","Satisfied","Very satisfied","Police station and Nnd","Yes","No","Yes","Yes","Never","A few times","A few times",18,"Hearing",18,"I already know sign language","Very good",,"Hearing Aids",,,,,,,,"To a great extent","School","Sign language","No","No","Chatman","Unsatisfied","Infrequently",,,,,,,,,,,,,,,,,,,,,,,,
118263032,"NSL","01/31/1981","Sign languages","Urhobo","Christianity","Female","No","Single","Yes","Government employee","Teaching",59,2,7,"University (Bachelor degree)",72000,"No","Always","Sometimes","Sometimes","Good","Frequently","Yes",,,,,,,"[Other] Don't have the time n","Infrequently","Infrequently","Good","Very dissatisfied","Very dissatisfied","To a great extent","Neither satisfied nor dissatisfied","A great deal","A great deal","Infrequently","A great deal","Completely","Satisfied","Neither satisfied nor dissatisfied","Somewhat","Very","Not at all","Moderately","Fairly dissatisfied","Very dissatisfied","Satisfied","Neither satisfied nor dissatisfied","Satisfied","Family","Yes","No","No","Yes","A few times","Never","Never",8,"Nothing",9,"I already know sign language","Very good","In school","Hearing Aids",,,,,,,,"Not at all","Deaf school Deaf church and other programs","Education, employment and communication","Yes","Yes","Myself","Neutral","Always",,,,,,,,,,,,,,,,,,,,,,,,
118262806,"Hausa","04/13/1990","WhatsApp and SMS","Hausa","Islam","Male","No","Married","Yes","Private sector employee","Lecturer",50000,1,5,"University (Bachelor degree)",250000,"No","Frequently","Always","Always","Very Good",,"Yes",,,,,,,"[Other] No","Frequently","Frequently","Good",,"Neither satisfied nor dissatisfied","Somewhat","Satisfied","A moderate amount","A moderate amount","Never","A great deal","Completely","Very satisfied","Very satisfied","Somewhat","Very","To a great extent","Very","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Family","Yes","No","No","No","A few times","A few times","Never",13,"Sign language",16,"Yes","Very good","Katsina state deaf school",,,"[Other] Sign language",,,,,,"Somewhat","Kofar kaura, Katsina city restaurant","Discrimination Gbv Not affected by parent","No","Yes","Myself","Neutral","Sometimes",,,,,,,,,,,,,,,,,,,,,,,,
118262613,"Sign Language and English","01/10/1984","WhatsApp, Email, FB Messenger","Yourba","Christianity","Male","No","Married","Yes","Government employee","Teaching",120,1,5,"University (Bachelor degree)",250000,"Yes","Frequently","Always","Infrequently","Good","Infrequently","Yes",,,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Infrequently","Frequently","Good","Satisfied","Satisfied","To a great extent","Satisfied","A great deal","A great deal","Sometimes","A great deal","Not at all","Satisfied","Neither satisfied nor dissatisfied","Somewhat","Very","Somewhat","Moderately","Satisfied","Fairly dissatisfied","Satisfied","Satisfied","Neither satisfied nor dissatisfied","Policeman","Yes","No","No","No","A few times","Never","Never",3,"Interpreter and money",5,"I already know sign language","Very good","Deaf School",,,"[Other] Nothing",,,,,,"Somewhat","My church, my school, my associates","Bank, transportation, health","No","No","Myself","Neutral","Sometimes",,,,,,,,,,,,,,,,,,,,,,,,
118262508,"NSL","04/04/1995","Whatsapp","Nupe","Islam","Female",,"Married","Yes","Self-employed","Provisions business",0,1,7,"College of Education",250000,"No","Always","Always","Always","Excellent","Always","Yes","I don't have the transportation to go shopping for healthy food",,,,,,,"Sometimes","Sometimes","Good","Very satisfied","Very satisfied","Completely","Very satisfied","A moderate amount","An extreme amount","Sometimes","A great deal","Completely","Very satisfied","Very satisfied","To a great extent","Extremely","Somewhat","Extremely","Very satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Report police station or Napita or NNAD","No","No","No","No","Never","Never","Never",1,"None",6,"Yes","Very good","Deaf school","Hearing Aids",,,,,,,,"To a great extent","Meeting,Islam and visiting deaf friends","Poor family,poor communication, and poor interent","No","Yes","Some PPP","Neutral","Sometimes",,,,,,,,,,,,,,,,,,,,,,,,
118262057,"Berom and Hausa","04/30/1975","Text, whatsApp and Email","Berom and Hausa","Christianity","Male","No","Married","Yes","Government employee","Guidance and Counseling",70000,1,5,"University (Bachelor degree)",250000,"No","Frequently","Infrequently","Infrequently","Fair","Infrequently","Yes",,,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Infrequently","Infrequently","Poor","Fairly dissatisfied","Fairly dissatisfied","Slightly","Fairly dissatisfied","An extreme amount","A moderate amount","Sometimes","A small amount","Completely",,"Fairly dissatisfied","Slightly",,"Not at all","Slightly","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Fairly dissatisfied","Fairly dissatisfied","My family","Yes","Yes","No","Yes","A few times","Once","Never",6,"Advanced hearing Aid or other",15,"I already know sign language","Very good","In Deaf School",,,"Other",,,,,,"Not at all","Only Cburches are trying","Lack of giving adequate attention, No of support to employment, Interpretation and Food","No","No","Myself","Unsatisfied","Infrequently",,,,,,,,,,,,,,,,,,,,,,,,
118262037,"Engl, Yoruba, Sign language",,"WhatsApp, E-mail","Yoruba","Christianity","Male","No","Married","No","Government employee","Lecturing",200000,1,5,"PhD or equivalent",250000,"Yes","Always","Always","Sometimes","Good","Frequently","Yes",,,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Always","Sometimes","Good","Very satisfied","Very satisfied","To a great extent","Neither satisfied nor dissatisfied","A great deal","A great deal","Sometimes","An extreme amount","To a great extent","Very satisfied","Neither satisfied nor dissatisfied","To a great extent","Moderately","To a great extent","Very","Satisfied","Satisfied","Satisfied","Satisfied","Neither satisfied nor dissatisfied","My spouse","No","No","No","Yes","Many times","Never","Never",18,"Hearing Aids",25,"I already know sign language","Very good","College",,,"[Other] None",,,,,,"To a great extent","SPED","Employment Empowerment Health care","No","No","Organisers of eve","Neutral","Sometimes",,,,,,,,,,,,,,,,,,,,,,,,
118262027,"Nigerian sign language/ SEE","08/27/1975","Sign Language/email","IGBO","Christianity","Male","No","Married","Yes","Government employee","Teacher",70000,1,5,"University (Bachelor degree)",250000,"No","Frequently","Frequently","Infrequently","Very Good","Infrequently","Yes",,,,,,,"Other","Sometimes","Sometimes","Neither poor nor good","Neither satisfied nor dissatisfied","Satisfied","To a great extent","Satisfied","A moderate amount","A moderate amount","Sometimes","An extreme amount","To a great extent","Fairly dissatisfied","Fairly dissatisfied","Not at all","Moderately","Slightly",,"Fairly dissatisfied","Fairly dissatisfied","Neither satisfied nor dissatisfied","Very dissatisfied","Fairly dissatisfied","My family or police","Yes","No","No","No","Never","A few times","Never",12,"Advanced Hearing aid",21,"Yes","Very good","At school Federal college of education special Oyo state and University of Calabar, cross River state","Hearing Aids",,,,,,,,"Completely","Abuja school for the Deaf kuje","Employment, education and empowerment","Yes","No","NGO","Satisfied","Sometimes",,,,,,,,,,,,,,,,,,,,,,,,
118261991,"ENGLISH LANGUAGE","01/12/1970","text","IGBO","Christianity","Male","No","Married","Yes","Self-employed","I TEACH DEAF CHILDREN IN MY PRIVATE SCHOOL",50000,2,6,"University (Master degree)",0,"Yes","Frequently","Frequently","Infrequently","Poor",,"Yes",,,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Frequently","Infrequently","Poor","Satisfied","Satisfied","Somewhat","Neither satisfied nor dissatisfied","A moderate amount","A moderate amount","Infrequently","A great deal","To a great extent","Satisfied","Fairly dissatisfied","Somewhat","Very","Not at all","Slightly","Fairly dissatisfied","Fairly dissatisfied","Satisfied","Satisfied","Satisfied","I WILL SEND WHATSAPP MESSAGES TO THE POLICE","Yes","No","No","Yes","Never","Never","Never",12,"Nothing",25,"I already know sign language","Neither poor nor good","Are school",,,"[Other] Nothing",,,,,,"Not at all","INTERNATIONAL MODEL SCHOOL FOR THE DEAF, AFKKPO , EBONYI STATE, NIGERIA","1. ABJECT POVERTY AND HUNGER. 2. NO ACCESS TO EDUCATION, 3. NEGLECT BY PARENTS GOVERNMENT AND THE SOCIETY","No","No","MYSELF","Very Unsatisfied","Sometimes",,,,,,,,,,,,,,,,,,,,,,,,
118261961,"English","07/12/1986","Sign language","Ibibio","Christianity","Female","No","Single","No","Government employee","Special Needs Educator (Teaching)",,1,5,"University (Master degree)",,"No","Sometimes","Always","Sometimes","Good","Infrequently","Yes",,,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Sometimes","Frequently","Good","Very satisfied","Very satisfied","To a great extent","Satisfied","A small amount","A great deal","Sometimes","A moderate amount","Completely","Very satisfied","Satisfied","To a great extent","Very","Somewhat","Extremely","Satisfied","Satisfied","Satisfied","Neither satisfied nor dissatisfied","Satisfied","Family","No","No","No","No","Never","Never","Never",10,"Training in lipreading, encouragement",17,"I already know sign language","Good","At home and school",,,,,,,,,"Not at all",,"Dearth of interpreter services, Communication barrier with the hearing folks, Inaccessibility to some jobs","No","Yes","The Chairman of the deaf association","Very Satisfied","Always",,,,,,,,,,,,,,,,,,,,,,,,
118261959,"Hausa","03/01/1989","Sign language","Fulani","Islam","Male","No","Single","Yes","Government employee","Government",50000,1,5,"University (Bachelor degree)",5000,"No","Sometimes","Always","Sometimes","Fair","Frequently","Yes",,,,,,"I am not ready to change my eating habits",,"Sometimes","Sometimes","Good","Neither satisfied nor dissatisfied","Satisfied","To a great extent","Satisfied","A moderate amount","A great deal","Sometimes","A great deal","To a great extent","Very satisfied","Satisfied","Somewhat","Very","Somewhat","Moderately","Satisfied","Neither satisfied nor dissatisfied","Satisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","The security agent","Yes","No","No","No","A few times","Once","Never",9,"Education",5,"I already know sign language","Good","Deaf school",,,"[Other] Home sounds",,,,,,"Somewhat","School, Mosque, home, and markers","COMMUNICATION","No","No","The organisers","Neutral","Sometimes",,,,,,,,,,,,,,,,,,,,,,,,
118261954,"English Tiv Sign Language","08/18/1990","Sign Language Writing Lip reading","Tiv","Christianity","Male","No","Single","Yes","Government employee","Deaf Interpreter",50000,2,3,"University (Bachelor degree)",100000,"No","Frequently","Frequently","Frequently","Very Good","Sometimes","Yes",,,,,"The others in my household do not eat healthy",,,"Frequently","Frequently","Good","Neither satisfied nor dissatisfied","Satisfied","To a great extent","Satisfied","A small amount","A moderate amount","Sometimes","A great deal","Completely","Very satisfied","Neither satisfied nor dissatisfied","To a great extent","Very","Somewhat","Very","Satisfied","Neither satisfied nor dissatisfied","Satisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Security officers","No","No","No","Yes","A few times","Once","Once",8,"Love and encouragement",10,"I already know sign language","Very good","In Deaf School","Hearing Aids",,,,,,,,"Not at all","National Commission for Persons with Disabilities Central Business District Apostles Faith Church Jabi Government Secondary School Kuje The Redeem Evangelical Mission Utako","Empowerment Employment Information access to health services","No","Yes","The organization or myself","Satisfied","Sometimes",,,,,,,,,,,,,,,,,,,,,,,,
118261946,"Nigeria language","08/02/1997","Sign language","Gbagyi","Christianity","Male","No","Single","Yes","Unemployed",,,0,5,"University (Bachelor degree)",150000,"No","Always","Always","Always","Excellent","Frequently","Yes","I don't have the transportation to go shopping for healthy food",,,,,,,"Sometimes","Sometimes","Good","Satisfied","Satisfied","To a great extent","Neither satisfied nor dissatisfied","A moderate amount","A small amount","Sometimes","A great deal","Completely","Satisfied","Satisfied","To a great extent","Moderately","To a great extent","Very","Satisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Report to police officer","No","No","No","No","A few times","Once","Many times",12,"Sickness",13,"I already know sign language","Good","Deaf school","Hearing Aids",,,,,,,,"To a great extent","1.Special needs education Gwagwalada 2.Gwagwalada deaf of community association","1. Problem facing challenge vocational rehabilitation 2. Uneducated 3. Lack of financial assistance","Yes","Yes","National commission for persons with disabilities","Neutral","Always",,,,,,,,,,,,,,,,,,,,,,,,
118261938,"English","08/10/1980","English, sign language, hausa","Ron from bokkos local govt of plateau state","Christianity","Female","No","Single","Yes","Government employee","Teaching",50,1,7,"University (Bachelor degree)",250,"No","Frequently","Always","Sometimes","Fair","Sometimes","Yes",,,,,,,"[Other] With the high costs of healthy food in market and the irregular payment in salaries coupled with other household needs make it difficult to afford healthy foods at times. So trying to manage within my means with the small salary","Sometimes","Sometimes","Good","Satisfied","Very satisfied","To a great extent","Satisfied","An extreme amount","A great deal","Sometimes","A great deal","Somewhat","Satisfied","Fairly dissatisfied","Somewhat","Moderately","Slightly","Extremely","Satisfied","Fairly dissatisfied","Satisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Police, family, community leaders, nnad leaders","Yes","No","No","No","A few times","Never","Never",8,"Hearing aid to assist my little residual hearing and also support to further my studies and also run a business",8,"I already know sign language","Very good","First day of enrolment to a deaf primary school","Hearing Aids",,,,,,,,"Somewhat","Plateau disability commision School for the deaf, bassa Gidan bege (house of hope) Ngos Government","Education(for those who have no funding support to go to school) Employment( those who need work to support themselves) Empowerment(those who cant read and write and want hand work to do business and be independent of government.)","Yes","No","We the deaf associations paid intepreters ourselves not from the government","Unsatisfied","Infrequently",,,,,,,,,,,,,,,,,,,,,,,,
118261929,"NSL and English","12/24/1993","NSL","Waja","Christianity","Female","No","Single","Yes","Government employee","Civic servant",20,1,5,"University (Bachelor degree)",95,"No","Always","Always","Always","Excellent","Sometimes","Yes",,,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Never","Sometimes","Good","Very satisfied","Very satisfied","To a great extent","Very satisfied","A moderate amount","A moderate amount","Sometimes","A great deal","Completely","Very satisfied","Very dissatisfied","Somewhat","Moderately","Not at all","Moderately","Very satisfied","Fairly dissatisfied","Satisfied","Neither satisfied nor dissatisfied","Satisfied","Security agency","No","No","No","No","Once","Never","Never",8,"Hearing aids",10,"No","Very good","At special education center Gombe school for the deaf","Hearing Aids",,,,,,,,"Completely","School, church and market","Education, empowered and employment","Yes","No","Organizators","Neutral","Sometimes",,,,,,,,,,,,,,,,,,,,,,,,
118261927,"Ibo",,"Sign language","Igbo","Christianity","Female","No","Separated","Yes","Self-employed","Petty",55,1,5,"Polytechnic",150,"No","Sometimes","Sometimes",,,"Infrequently","Yes","I don't have the transportation to go shopping for healthy food",,,,,,,"Never",,"Very Good","Very dissatisfied","Neither satisfied nor dissatisfied","Not at all","Neither satisfied nor dissatisfied","A great deal","A small amount","Frequently","A great deal","To a great extent","Satisfied","Very satisfied","Completely","Extremely",,"Slightly","Neither satisfied nor dissatisfied","Fairly dissatisfied","Neither satisfied nor dissatisfied","Very dissatisfied","Very dissatisfied","Friend","Yes","Yes","No","Yes","Never","Never","Never",32,"Hearing aid",37,"Yes","Very good","Friends","Hearing Aids",,,,,,,,"Completely","Non","Discriminated against at work and with hearing ppl","No","No","Myself","Satisfied","Frequently",,,,,,,,,,,,,,,,,,,,,,,,
118261924,"English language/Sign language","01/06/1978","Text message","Yoruba","Christianity","Male","No","Married","Yes","Government employee","Civil serving",70000,1,5,"University (Master degree)",170000,"No","Frequently","Always","Sometimes","Excellent","Frequently","No",,,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Always","Always","Very Good","Very satisfied","Very satisfied","Completely","Very satisfied","A great deal","A great deal","Sometimes","A great deal","Completely","Very satisfied","Fairly dissatisfied","Slightly","Very","Slightly","Extremely","Fairly dissatisfied","Fairly dissatisfied","Satisfied","Very satisfied","Satisfied","My neighbors","Yes","No","No","No","Never","Never","Never",6,"Hearing aid",17,"I already know sign language","Very good","Ibadan school for the deaf, Ijokodo Polytechnic Road, Ibadan",,,"Other",,,,,,"Somewhat","T","Job, financial and housing","No","Yes","The organizer","Very Satisfied","Always",,,,,,,,,,,,,,,,,,,,,,,,
118261920,"Nigeria language","11/22/1994","Sign language through communication","Gbagyi","Christianity","Female","No","Single","Yes","Unemployed","Business slippers",0,1,5,"College of Education",0,"No","Always","Always","Sometimes","Very Good","Sometimes","Yes",,,,"I don't have the supplies and equipment I'd need to cook healthy food","The others in my household do not eat healthy",,,"Never","Frequently","Good","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Completely","Very satisfied","Not at all","A great deal","Sometimes","A great deal","To a great extent","Very satisfied","Very satisfied","Somewhat","Very","Slightly","Very","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Police","Yes","No","No","No","Never","Once","Once",1,"Signing deaf school",5,"I already know sign language","Good","Through school for the deaf kuje","Hearing Aids",,,,,,,,"Somewhat","None","1. Uneducated 2. Lack of financial assistance","Yes","Yes","Ncpwd","Neutral","Frequently",,,,,,,,,,,,,,,,,,,,,,,,
118261918,"English Sign Language","11/19/1981","Text messages","Yoruba","Christianity","Female","No","Single","No","Government employee","Civil Service",70000,1,5,"College of Education",12000000,"Yes","Always","Always","Always","Very Good","Always","No",,"I don't have the time to shop for, and prepare healthy food",,,,,,"Always","Always","Very Good","Satisfied","Satisfied","To a great extent","Very satisfied","A moderate amount","A great deal","Sometimes","A great deal","Completely","Very satisfied","Satisfied","Somewhat","Very","To a great extent","Extremely","Very satisfied","Satisfied","Satisfied","Very satisfied","Neither satisfied nor dissatisfied","My mother","Yes","No","No","Yes","Never","Never","Never",0,"Hearing Aids",6,"Yes","Very good","Logos deaf school","Hearing Aids",,,,,,,,"Completely","Church","Sign language lack of interper","No","Yes","Chairman",,,"Infrequently","Infrequently","Not at all","Yes","Typhoid","Malaria",,,,,,,,"Using mosquito net n drugs","Fairly dissatisfied","Infrequently","No","Slightly","Somewhat","Yes","Not at all","Sign language","A little of the time","Sign language and speak"
118261917,"Nigeria language","06/16/1989","Hausa","Hausa","Islam","Male","No","Married","Yes","Self-employed","Bureau De Change",30000,1,7,"High school or vocational",100000,"Yes","Sometimes","Frequently","Always","Very Good","Always","Yes",,"I don't have the time to shop for, and prepare healthy food",,,,,,"Never","Sometimes","Very Good","Very satisfied","Satisfied","Completely","Very satisfied",,"A great deal","Never","An extreme amount","Completely","Very satisfied","Very dissatisfied","Not at all","Extremely",,"Not at all","Satisfied","Very dissatisfied","Very satisfied","Very satisfied","Neither satisfied nor dissatisfied","Police","No","No","No","Yes","Once","Never","Never",6,"No",8,"I already know sign language","Good","In primary school",,"Cochlear Implants",,,,,,,"Not at all","School","Poor Internet, poor Interpreter, poor communication","No",,,"Neutral","Sometimes",,,,,,,,,,,,,,,,,,,,,,,,
